COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M,5100M,5200M,5300M,5400M,5500M,5600M,5700M,5800M,5900M,6000M,6100M,6200M,6300M,6400M,6500M,6600M,6700M,6800M,6900M,7000M,7100M,7200M,7300M,7400M,7500M,7600M,7700M,7800M,7900M,8000M,8100M,8200M,8300M,8400M,8500M,8600M,8700M,8800M,8900M,9000M,9100M,9200M,9300M,9400M,9500M,9600M,9700M,9800M,9900M,10000M
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Yomif KEJELCHA,ETH,22.0,16.72,33.27,49.67,1:06.29,1:22.87,1:39.50,1:56.54,2:12.72,2:29.04,2:45.61,3:02.26,3:18.84,3:35.46,3:51.85,4:08.12,4:24.11,4:40.29,4:56.46,5:13.06,5:29.33,5:45.91,6:02.06,6:18.63,6:34.97,6:51.67,7:07.69,7:23.07,7:38.83,7:54.50,8:09.63,8:26.11,8:42.24,8:58.66,9:15.12,9:31.63,9:48.22,10:04.98,10:21.24,10:37.71,10:53.67,11:10.34,11:26.05,11:41.97,11:57.73,12:14.49,12:30.21,12:46.79,13:03.08,13:19.52,13:34.76,13:50.41,14:05.82,14:21.67,14:38.16,14:54.81,15:11.41,15:27.78,15:43.87,16:00.49,16:17.05,16:33.47,16:49.55,17:05.87,17:21.89,17:38.32,17:54.16,18:10.28,18:26.14,18:41.99,18:57.73,19:14.76,19:31.14,19:47.68,20:03.06,20:19.67,20:35.68,20:52.20,21:08.34,21:24.95,21:40.85,21:57.03,22:12.67,22:28.91,22:45.16,23:01.51,23:17.49,23:33.71,23:49.77,24:05.90,24:21.63,24:37.25,24:52.32,25:07.60,25:22.91,25:38.23,25:53.19,26:07.35,26:20.48,26:34.32,26:49.34
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Rhonex KIPRUTO,KEN,20.0,15.86,32.08,48.53,1:05.07,1:21.48,1:38.14,1:54.60,2:10.95,2:27.48,2:44.11,3:00.65,3:16.91,3:33.43,3:49.89,4:06.23,4:22.29,4:38.44,4:54.92,5:11.53,5:27.60,5:43.74,6:00.25,6:16.67,6:33.25,6:49.87,7:05.53,7:20.64,7:36.28,7:52.25,8:08.23,8:25.48,8:41.49,8:57.75,9:14.33,9:30.89,9:47.46,10:03.94,10:20.36,10:36.30,10:52.38,11:08.66,11:24.54,11:40.40,11:56.67,12:12.79,12:28.75,12:45.33,13:01.84,13:17.97,13:33.20,13:48.86,14:04.61,14:20.75,14:37.29,14:53.91,15:10.52,15:26.91,15:43.14,15:59.97,16:16.62,16:32.99,16:48.76,17:04.81,17:21.07,17:37.42,17:53.36,18:09.15,18:25.19,18:40.96,18:56.85,19:13.64,19:29.80,19:46.12,20:02.28,20:18.90,20:35.13,20:51.29,21:07.09,21:23.72,21:40.16,21:56.10,22:11.94,22:28.25,22:44.50,23:00.96,23:17.01,23:33.13,23:49.52,24:05.25,24:21.07,24:36.53,24:52.01,25:07.34,25:22.70,25:38.06,25:53.19,26:07.57,26:21.36,26:35.73,26:50.32
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Rodgers KWEMOI,KEN,22.0,15.64,31.84,48.11,1:04.40,1:20.76,1:37.88,1:54.67,2:11.12,2:27.66,2:44.26,3:00.73,3:17.07,3:33.57,3:50.02,4:06.34,4:22.47,4:38.61,4:55.11,5:11.61,5:27.77,5:43.89,6:00.38,6:16.89,6:33.43,6:49.99,7:06.23,7:21.76,7:37.57,7:53.25,8:08.94,8:25.38,8:41.43,8:57.88,9:14.45,9:31.02,9:47.58,10:04.07,10:20.51,10:36.59,10:52.62,11:08.91,11:24.51,11:40.43,11:56.51,12:12.58,12:28.55,12:45.12,13:01.61,13:17.86,13:33.43,13:48.90,14:04.59,14:21.00,14:37.54,14:54.13,15:10.88,15:27.16,15:43.35,15:59.77,16:16.38,16:32.76,16:49.14,17:05.38,17:21.37,17:37.54,17:53.37,18:09.40,18:25.21,18:40.97,18:57.04,19:13.92,19:30.18,19:46.59,20:02.69,20:19.33,20:35.38,20:51.49,21:07.42,21:24.18,21:40.57,21:56.67,22:12.46,22:28.73,22:44.98,23:01.32,23:17.54,23:33.87,23:50.07,24:05.93,24:21.62,24:37.38,24:52.66,25:07.93,25:23.32,25:38.54,25:53.91,26:08.89,26:23.90,26:39.65,26:55.36
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Andamlak BELIHU,ETH,21.0,17.12,32.44,48.57,1:04.91,1:21.52,1:38.25,1:54.87,2:11.28,2:27.80,2:44.42,3:00.95,3:17.25,3:33.74,3:50.20,4:06.54,4:22.60,4:38.76,4:55.25,5:11.81,5:27.94,5:44.06,6:00.55,6:17.01,6:33.57,6:50.14,7:06.21,7:21.52,7:37.31,7:53.38,8:08.70,8:25.66,8:41.93,8:58.05,9:14.58,9:31.16,9:47.71,10:04.23,10:20.65,10:37.04,10:53.16,11:09.60,11:25.02,11:40.84,11:56.95,12:13.41,12:29.10,12:45.82,13:02.36,13:18.68,13:33.92,13:49.58,14:05.18,14:21.54,14:38.32,14:54.91,15:11.29,15:27.54,15:43.68,16:00.18,16:16.74,16:33.19,16:49.30,17:05.54,17:21.61,17:38.05,17:53.86,18:09.94,18:25.89,18:41.81,18:57.62,19:14.67,19:31.03,19:47.43,20:03.27,20:19.69,20:35.87,20:52.36,21:07.74,21:24.26,21:40.57,21:56.85,22:12.39,22:28.72,22:44.95,23:01.33,23:17.33,23:33.54,23:49.69,24:05.49,24:21.32,24:36.81,24:52.30,25:08.17,25:23.54,25:38.98,25:54.45,26:09.80,26:25.21,26:41.08,26:56.71
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Mohammed AHMED,CAN,29.0,15.87,32.24,48.62,1:05.13,1:21.71,1:38.48,1:55.28,2:11.73,2:28.21,2:44.81,3:01.27,3:17.66,3:34.10,3:50.64,4:06.93,4:23.00,4:39.14,4:55.62,5:12.18,5:28.35,5:44.48,6:00.97,6:17.42,6:33.93,6:50.50,7:06.86,7:22.41,7:38.23,7:53.91,8:09.25,8:25.68,8:41.64,8:58.07,9:14.70,9:31.24,9:47.84,10:04.37,10:20.83,10:37.20,10:53.34,11:09.85,11:25.76,11:41.72,11:57.45,12:14.05,12:29.85,12:46.33,13:02.84,13:19.21,13:34.55,13:50.21,14:05.69,14:21.73,14:38.53,14:54.98,15:11.61,15:28.00,15:44.06,16:00.70,16:17.19,16:33.66,16:49.75,17:06.07,17:22.10,17:38.55,17:54.30,18:10.44,18:26.37,18:42.26,18:57.36,19:14.02,19:30.33,19:46.66,20:02.49,20:19.10,20:35.12,20:51.54,21:07.77,21:24.46,21:40.90,21:57.48,22:13.43,22:29.32,22:45.69,23:01.94,23:18.02,23:34.29,23:49.91,24:05.70,24:21.50,24:37.00,24:52.50,25:08.41,25:24.15,25:40.16,25:56.46,26:12.38,26:28.49,26:43.89,26:59.35
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Lopez LOMONG,USA,35.0,16.00,32.38,48.82,1:05.29,1:21.89,1:38.66,1:55.50,2:11.96,2:28.43,2:45.01,3:01.52,3:17.86,3:34.34,3:50.88,4:07.18,4:23.23,4:39.35,4:55.84,5:12.41,5:28.57,5:44.67,6:01.19,6:17.64,6:34.14,6:50.83,7:06.98,7:22.58,7:38.37,7:54.03,8:09.31,8:25.90,8:41.83,8:58.21,9:14.89,9:31.48,9:48.10,10:04.84,10:21.00,10:37.42,10:53.53,11:10.00,11:25.83,11:41.49,11:57.29,12:13.78,12:29.62,12:46.16,13:02.66,13:19.12,13:34.69,13:50.53,14:05.99,14:21.98,14:38.71,14:55.19,15:11.85,15:28.23,15:44.32,16:00.90,16:17.36,16:33.89,16:49.99,17:06.30,17:22.31,17:38.79,17:54.58,18:10.65,18:26.63,18:42.48,18:57.60,19:14.19,19:30.58,19:46.94,20:02.81,20:19.28,20:35.35,20:51.78,21:07.99,21:24.71,21:41.16,21:57.71,22:13.67,22:29.54,22:45.92,23:02.19,23:18.28,23:34.54,23:50.52,24:06.56,24:22.73,24:38.99,24:55.35,25:11.96,25:28.46,25:44.95,26:01.11,26:17.11,26:33.14,26:48.97,27:04.72
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Yemaneberhan CRIPPA,ITA,23.0,17.16,33.70,50.46,1:06.56,1:23.09,1:39.72,1:56.70,2:12.91,2:29.24,2:45.83,3:02.49,3:19.05,3:35.70,3:52.08,4:08.31,4:24.32,4:40.49,4:56.77,5:13.34,5:29.65,5:46.11,6:02.52,6:19.04,6:35.22,6:52.06,7:08.40,7:24.09,7:39.09,7:55.32,8:10.46,8:26.33,8:42.71,8:59.18,9:15.64,9:32.30,9:48.67,10:05.34,10:21.53,10:38.07,10:54.03,11:10.72,11:26.49,11:42.41,11:58.28,12:14.93,12:30.56,12:46.86,13:03.40,13:19.92,13:35.50,13:51.08,14:06.65,14:22.57,14:39.21,14:55.74,15:12.32,15:28.71,15:44.80,16:01.30,16:17.79,16:34.42,16:50.48,17:06.76,17:22.97,17:39.32,17:55.24,18:11.36,18:27.54,18:43.51,18:59.52,19:15.97,19:32.62,19:49.20,20:05.29,20:22.48,20:39.21,20:56.50,21:13.79,21:31.00,21:47.25,22:03.49,22:19.93,22:36.64,22:53.11,23:09.67,23:26.42,23:43.15,23:59.94,24:16.60,24:33.31,24:49.87,25:06.50,25:22.98,25:39.19,25:55.67,26:11.30,26:26.58,26:41.94,26:56.80,27:10.76
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Hagos GEBRHIWET,ETH,25.0,16.56,32.78,49.34,1:05.37,1:21.84,1:38.46,1:55.06,2:11.48,2:27.98,2:44.61,3:01.04,3:17.39,3:33.87,3:50.39,4:06.68,4:22.73,4:38.85,4:55.38,5:11.90,5:28.08,5:44.17,6:00.73,6:17.14,6:33.70,6:50.23,7:06.45,7:21.97,7:37.79,7:53.43,8:08.45,8:25.47,8:42.09,8:58.43,9:14.81,9:31.38,9:47.98,10:04.61,10:21.01,10:37.44,10:53.07,11:09.49,11:25.40,11:41.30,11:57.15,12:13.62,12:29.34,12:45.94,13:02.46,13:18.91,13:34.12,13:49.80,14:04.96,14:21.23,14:37.77,14:54.34,15:11.08,15:27.34,15:43.53,16:00.21,16:16.86,16:33.26,16:49.37,17:05.63,17:21.65,17:38.15,17:53.95,18:10.09,18:25.78,18:41.56,18:57.45,19:14.46,19:30.83,19:47.16,20:03.03,20:19.51,20:35.60,20:51.99,21:08.25,21:24.83,21:41.09,21:57.26,22:12.85,22:29.10,22:45.46,23:01.73,23:17.76,23:34.08,23:50.30,24:06.29,24:22.46,24:38.79,24:56.00,25:13.38,25:30.26,25:47.37,26:04.44,26:21.69,26:39.28,26:55.83,27:11.37
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Shadrack KIPCHIRCHIR,USA,31.0,16.98,32.79,49.18,1:05.98,1:22.56,1:39.35,1:56.23,2:11.97,2:28.06,2:45.07,3:01.80,3:18.26,3:34.75,3:51.38,4:07.64,4:23.75,4:39.83,4:56.32,5:12.92,5:29.17,5:45.70,6:01.65,6:18.18,6:34.57,6:51.28,7:07.30,7:22.80,7:38.62,7:54.30,8:09.65,8:26.11,8:42.47,8:58.86,9:15.43,9:32.07,9:48.36,10:05.10,10:21.22,10:37.69,10:53.77,11:10.24,11:26.03,11:41.90,11:57.71,12:14.27,12:30.08,12:46.60,13:03.16,13:19.69,13:35.24,13:50.79,14:06.33,14:22.28,14:38.97,14:55.45,15:12.10,15:28.47,15:44.56,16:01.10,16:17.56,16:34.18,16:50.25,17:06.53,17:22.55,17:39.06,17:54.86,18:11.07,18:26.91,18:42.72,18:58.27,19:14.95,19:31.55,19:48.07,20:05.00,20:22.27,20:39.40,20:56.70,21:14.03,21:31.24,21:48.13,22:04.95,22:22.00,22:39.25,22:56.51,23:13.80,23:31.25,23:48.12,24:05.63,24:23.01,24:40.50,24:57.64,25:14.88,25:32.35,25:49.78,26:06.40,26:22.72,26:38.35,26:54.34,27:09.63,27:24.74
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Alex KORIO,KEN,29.0,16.24,32.55,48.94,1:05.54,1:22.09,1:38.63,1:55.41,2:11.87,2:28.33,2:44.69,3:01.19,3:17.52,3:33.98,3:50.45,4:06.80,4:22.85,4:38.97,4:55.46,5:12.03,5:28.22,5:44.28,6:00.79,6:17.25,6:33.80,6:50.35,7:06.60,7:22.20,7:38.04,7:53.72,8:09.39,8:25.65,8:41.85,8:58.30,9:14.93,9:31.84,9:47.90,10:04.46,10:20.81,10:37.19,10:53.28,11:09.55,11:25.52,11:41.57,11:57.47,12:13.88,12:29.84,12:46.37,13:02.83,13:19.35,13:35.02,13:50.64,14:06.19,14:22.05,14:38.40,14:55.10,15:11.62,15:27.94,15:44.07,16:00.60,16:17.19,16:33.67,16:49.73,17:06.06,17:22.17,17:38.70,17:54.72,18:10.87,18:27.07,18:43.15,18:59.23,19:15.74,19:32.39,19:48.96,20:05.53,20:22.22,20:39.15,20:56.45,21:13.78,21:31.00,21:47.87,22:04.70,22:21.77,22:39.02,22:56.27,23:13.57,23:31.01,23:48.36,24:05.37,24:22.81,24:40.28,24:57.75,25:14.69,25:32.14,25:49.63,26:06.71,26:23.29,26:39.50,26:55.91,27:12.23,27:28.74
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Sondre Nordstad MOEN,NOR,29.0,16.06,32.52,48.99,1:05.49,1:22.12,1:38.85,1:55.74,2:12.23,2:28.65,2:45.24,3:01.77,3:18.12,3:34.59,3:51.11,4:07.40,4:23.47,4:39.61,4:56.06,5:12.65,5:28.87,5:44.94,6:01.42,6:17.92,6:34.33,6:51.05,7:07.57,7:23.48,7:39.37,7:55.54,8:11.50,8:27.31,8:43.42,8:59.82,9:16.26,9:32.84,9:49.20,10:05.86,10:22.24,10:38.73,10:55.09,11:11.44,11:28.22,11:44.88,12:02.02,12:18.63,12:35.44,12:52.33,13:09.14,13:25.91,13:42.69,13:59.52,14:16.68,14:33.81,14:50.89,15:08.06,15:25.35,15:42.90,16:00.26,16:17.67,16:34.94,16:52.19,17:09.48,17:26.81,17:43.97,18:01.24,18:18.62,18:35.91,18:53.03,19:10.17,19:27.45,19:44.65,20:02.08,20:19.80,20:37.17,20:54.60,21:11.97,21:29.44,21:47.14,22:04.68,22:22.01,22:39.45,22:56.33,23:13.54,23:30.68,23:48.07,24:05.43,24:22.86,24:40.46,24:57.68,25:14.64,25:31.74,25:48.85,26:05.89,26:22.81,26:39.94,26:56.62,27:13.36,27:29.69,27:45.97,28:02.18
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Leonard KORIR,USA,33.0,17.45,33.92,50.82,1:07.19,1:23.71,1:40.16,1:57.22,2:13.50,2:29.73,2:46.36,3:03.00,3:19.66,3:36.20,3:52.75,4:08.86,4:24.78,4:41.12,4:57.23,5:13.88,5:30.18,5:47.01,6:02.94,6:19.65,6:35.66,6:52.58,7:08.94,7:24.82,7:40.78,7:56.59,8:12.26,8:27.91,8:44.14,9:00.67,9:16.87,9:33.34,9:49.80,10:06.40,10:22.85,10:39.28,10:55.66,11:11.77,11:27.59,11:43.95,12:00.52,12:17.49,12:34.32,12:51.52,13:08.52,13:25.43,13:42.01,13:58.75,14:15.55,14:32.33,14:49.19,15:05.95,15:22.77,15:39.54,15:56.78,16:14.41,16:31.79,16:49.17,17:06.44,17:23.65,17:40.92,17:58.24,18:15.39,18:32.76,18:50.04,19:07.37,19:24.88,19:42.46,20:00.01,20:17.85,20:35.61,20:53.45,21:11.26,21:29.12,21:46.90,22:04.45,22:21.81,22:39.22,22:56.61,23:13.87,23:31.03,23:48.47,24:05.73,24:23.19,24:40.27,24:57.43,25:14.41,25:31.48,25:48.63,26:05.59,26:22.47,26:39.81,26:56.88,27:13.99,27:30.82,27:48.21,28:05.73
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Soufiane BOUCHIKHI,BEL,30.0,16.29,32.75,49.20,1:05.72,1:22.32,1:39.09,1:55.95,2:12.45,2:28.84,2:45.45,3:01.97,3:18.34,3:34.84,3:51.59,4:07.87,4:23.95,4:40.04,4:56.52,5:13.11,5:29.41,5:45.88,6:02.30,6:18.84,6:35.03,6:51.78,7:08.19,7:23.89,7:39.67,7:55.79,8:11.79,8:27.58,8:43.68,9:00.05,9:16.48,9:33.05,9:49.42,10:06.12,10:22.47,10:38.94,10:55.33,11:11.68,11:28.43,11:45.06,12:02.23,12:18.88,12:35.67,12:52.53,13:09.38,13:26.15,13:42.91,13:59.72,14:16.93,14:34.06,14:51.10,15:08.31,15:25.50,15:43.13,16:00.48,16:17.91,16:35.16,16:52.42,17:09.70,17:27.01,17:44.20,18:01.46,18:18.84,18:36.15,18:53.24,19:10.40,19:27.65,19:44.87,20:02.21,20:20.06,20:37.41,20:54.85,21:12.27,21:29.72,21:47.39,22:04.92,22:22.34,22:39.90,22:57.77,23:15.67,23:33.60,23:51.68,24:09.70,24:27.63,24:45.67,25:03.26,25:20.54,25:37.78,25:55.53,26:13.76,26:32.12,26:50.22,27:07.94,27:25.67,27:43.02,27:59.89,28:15.43
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Rodrigue KWIZERA,BDI,20.0,16.46,33.48,50.45,1:07.13,1:23.89,1:40.23,1:57.38,2:13.66,2:30.07,2:46.68,3:03.34,3:20.16,3:36.83,3:53.63,4:10.13,4:26.53,4:42.90,4:59.13,5:15.63,5:32.26,5:49.01,6:05.82,6:22.81,6:39.68,6:56.54,7:13.57,7:30.69,7:47.94,8:05.00,8:22.02,8:38.85,8:55.86,9:13.13,9:30.45,9:47.66,10:04.62,10:21.91,10:39.38,10:56.69,11:13.69,11:31.10,11:48.68,12:05.90,12:23.16,12:40.71,12:58.32,13:15.98,13:33.32,13:50.63,14:07.67,14:24.91,14:41.64,14:58.65,15:15.90,15:33.35,15:50.47,16:07.37,16:24.84,16:41.64,16:58.54,17:16.24,17:33.77,17:50.99,18:07.62,18:24.78,18:42.15,18:59.54,19:16.78,19:34.07,19:51.32,20:08.72,20:25.74,20:43.12,21:00.33,21:17.31,21:34.21,21:50.82,22:07.62,22:24.57,22:41.43,22:58.78,23:16.08,23:33.14,23:50.31,24:07.42,24:24.68,24:42.05,24:59.15,25:16.47,25:33.62,25:50.79,26:07.65,26:24.64,26:41.41,26:57.63,27:14.21,27:31.22,27:48.40,28:05.44,28:21.92
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Abdallah Kibet MANDE,UGA,24.0,15.54,31.31,47.72,1:04.13,1:20.43,1:37.21,1:53.98,2:10.47,2:27.07,2:43.67,3:00.20,3:16.52,3:33.02,3:49.36,4:05.81,4:21.92,4:38.11,4:54.56,5:11.10,5:27.24,5:43.43,5:59.90,6:16.31,6:32.91,6:49.43,7:05.85,7:22.24,7:38.84,7:55.13,8:11.57,8:28.05,8:44.71,9:01.24,9:17.88,9:34.67,9:51.76,10:08.65,10:25.50,10:42.41,10:59.56,11:16.53,11:33.68,11:50.79,12:08.09,12:25.23,12:42.34,12:59.58,13:16.83,13:34.15,13:51.50,14:08.92,14:26.58,14:43.84,15:01.21,15:18.45,15:35.74,15:52.88,16:10.28,16:27.54,16:44.93,17:02.32,17:19.89,17:37.36,17:55.08,18:12.82,18:30.39,18:47.79,19:05.48,19:23.24,19:41.02,19:58.94,20:17.03,20:34.93,20:53.00,21:11.07,21:29.32,21:47.49,22:05.57,22:23.53,22:41.70,22:59.16,23:16.37,23:34.29,23:51.40,24:08.96,24:26.53,24:44.34,25:02.43,25:20.14,25:37.91,25:55.77,26:13.39,26:31.18,26:48.21,27:05.34,27:22.65,27:39.63,27:56.53,28:13.56,28:31.49
outdoor,Doha (QAT),2019,6 October 2019,24,64,men,10000-metres,final,1.0,Onesphore NZIKWINKUNDA,BDI,22.0,16.93,33.54,49.92,1:06.09,1:22.82,1:39.27,1:56.38,2:12.69,2:29.07,2:45.61,3:02.41,3:18.57,3:35.37,3:51.90,4:08.45,4:24.43,4:40.88,4:56.97,5:13.73,5:30.01,5:46.77,6:03.29,6:20.03,6:36.47,6:53.39,7:09.99,7:26.66,7:43.40,8:00.45,8:17.60,8:34.55,8:51.60,9:09.16,9:26.72,9:44.12,10:01.65,10:19.32,10:37.05,10:54.69,11:12.57,11:29.93,11:47.44,12:05.02,12:22.52,12:40.14,12:57.80,13:15.29,13:32.59,13:50.42,14:07.45,14:24.66,14:42.02,14:59.52,15:16.89,15:34.52,15:52.13,16:10.02,16:28.14,16:46.24,17:04.21,17:22.45,17:40.81,17:59.08,18:17.33,18:35.77,18:54.05,19:12.41,19:30.75,19:48.61,20:06.44,20:24.44,20:42.33,21:00.53,21:18.69,21:36.68,21:54.20,22:12.02,22:30.20,22:48.64,23:07.15,23:25.71,23:44.30,24:02.99,24:21.55,24:39.73,24:58.19,25:16.79,25:35.51,25:54.30,26:12.36,26:30.07,26:47.46,27:05.66,27:23.87,27:42.01,27:59.51,28:17.36,28:35.71,28:53.71,29:11.50
